"EntrezID","logfc","pval","fdr","ave"
"24173",-0.406478950245478,3.15932538744651e-06,0.00112315110149128,811.191780013025
"24482",-0.366931542248818,0.000100527142653695,0.00843485556328659,325.331158988495
"24483",-0.425918141458734,9.51206751548267e-07,0.000608092887596928,907.415951310307
"24600",-0.519512348383389,2.46310971795092e-05,0.00375764181403307,301.680034896772
"24688",-0.701658218543063,3.07982403060206e-05,0.00403087092273192,63.7250275120313
"24772",-0.443268336903484,3.45061398316184e-06,0.00118780750574225,227.901046704123
"25250",-0.526183474773812,2.77883496633526e-05,0.00400119903856011,2756.66491289868
"25274",-0.318923701110593,6.86114386746132e-05,0.00672342017669111,791.958001968041
"25314",-0.376548421862211,7.26110900857144e-06,0.00194960776880143,2049.51784361331
"25333",-0.46560701270158,6.14605012497853e-05,0.00654579349515559,2550.59902621297
"25337",-0.195235169249846,6.47105709416901e-05,0.00654579349515559,1228.43754117278
"25404",-0.42846124422389,5.93843272986038e-06,0.00169624381698672,1328.59936080868
"25415",-0.628214521146028,1.75418264596045e-05,0.00299350252039429,96.6931538424116
"25438",-0.409121042050213,3.28829038902195e-12,2.20726492363098e-08,1395.67619023772
"25526",-0.497671442547489,2.52539439149345e-07,0.000308212906416359,222.278660950335
"25587",-0.377365412873572,6.63057916681936e-05,0.00664294965033955,495.558902343544
"29139",-0.334087864730286,1.03255616873029e-05,0.00234950280766172,2751.08721551593
"29146",-0.412997026639751,6.38215718587474e-06,0.00178500958792434,316.593188958695
"29366",-0.676439317506978,3.53706850346229e-13,4.74851446589812e-09,509.686045811353
"29380",-0.415117317002241,5.92761086143708e-07,0.000442100976748849,973.843263542435
"29497",-0.246872806045828,1.12383687111671e-05,0.00243352400616795,3833.94258060128
"29556",-0.405053592327613,7.57971080824576e-05,0.00706650122227078,256474.242914328
"29692",-1.08081662129894,2.3078961650928e-06,0.00102341237596274,79.6753002221647
"29693",-0.283017629581021,8.20486768066853e-05,0.00744259112249831,63088.7687601865
"56765",-0.491278743493957,0.000101976050093359,0.008503282437909,168.370567492445
"58827",-0.457181607367914,1.59573685931793e-08,4.29298759851844e-05,1455.01103965169
"58868",-0.248578912148778,2.52067074031291e-06,0.0010575001465219,5842.33351714774
"63847",-0.330351054573663,2.00753938102654e-05,0.00332731064077547,666.735538988942
"63883",-0.821253108280074,3.7050442514923e-06,0.00124300638419793,69.8533520034993
"64322",-0.380211766586446,1.66452420258276e-06,0.000835378909939268,1868.56736275911
"81527",-0.393798534706089,6.68751474880973e-05,0.00665036188909412,318.012147133422
"81687",-0.477163292970158,2.78343353122727e-05,0.00400119903856011,304.033005728959
"81751",-0.260401752325849,2.98508864884896e-05,0.00403087092273192,856.967199460561
"81822",-0.328082201166862,4.18689773696024e-07,0.00040149358656208,17526.3804977711
"83803",-0.245031021317957,7.40125009235173e-05,0.00694837639788964,1289.07014187701
"84382",-0.248256654424281,1.4032579958988e-05,0.0027217079586571,828.759310461089
"85242",-0.232422958958397,2.89717928886663e-05,0.00401328298107062,582.479985523104
"89823",-1.16995494940392,3.2383163795521e-05,0.00403087092273192,12.8387447462932
"89868",-0.423206828395969,4.0610341705461e-05,0.00479600043733081,263.787058615294
"94203",-0.69899610942271,1.05064179668819e-05,0.00235081102008983,74.2491620710157
"114122",-0.29784039367675,7.06866313183256e-05,0.00675681124097094,2661.8849884448
"116680",-1.21174588542759,6.97456262161863e-05,0.00675681124097094,17.2685227877466
"140720",-0.622539034600816,2.74262205073529e-06,0.00108293238326827,159.054988550613
"140860",-0.76179519759828,1.27168866331824e-05,0.00266756567266366,22.9735915717165
"170909",-0.517070474417942,7.06818921978066e-05,0.00675681124097094,133.749247773964
"171099",-0.658846363150856,3.1791241606457e-06,0.00112315110149128,170.90783817701
"192218",-0.230750220005626,3.72890401058258e-07,0.000385081048785162,613.590264445863
"245962",-0.361508584024692,2.73339435082914e-05,0.00400119903856011,432.236193836476
"246233",-0.421489076965342,4.98134879453171e-05,0.00557288396388235,714.163409803227
"259225",-0.263413935976144,7.72339079496099e-05,0.00715079458085181,2646.91883122457
"266762",-0.65393445178761,8.48959741529517e-07,0.000569864226501688,106.784789508995
"287129",-0.575567843517347,0.000102700418105825,0.0085108216856216,72.8270010931871
"287526",-0.325307727952011,9.82619970903478e-05,0.00834916019580962,516.941547233913
"288057",-0.474273312960929,1.57765986109257e-06,0.000835378909939268,412.419133696039
"288174",-0.239250959493644,9.76405567551137e-06,0.00231323903371804,2275.81670066974
"289178",-0.41020393679515,7.88880238847727e-05,0.00720456952825221,655.632407905749
"289372",-0.198481835914525,6.25288693941593e-05,0.00654579349515559,2540.1746219842
"289596",-0.771892065632836,1.69295378376716e-06,0.000835378909939268,108.151912685419
"289734",-0.252512100575568,0.000104926357053012,0.00864194075728031,1993.61303629651
"289759",-0.526716011882486,2.64264618178626e-10,1.18258416634935e-06,1535.52393110894
"290028",-0.28652664452551,1.9700928868055e-05,0.00330606212567048,386.156678052013
"291984",-0.757984191405762,1.59887806276292e-08,4.29298759851844e-05,52.7436012193069
"292406",-0.335465708265864,7.14686924557075e-05,0.00675681124097094,706.694326739894
"293135",-0.450370640049108,1.76152833244128e-05,0.00299350252039429,523.980695399164
"293181",-0.250245812551023,8.56197495033254e-05,0.00761221945087513,462.995525846275
"293860",-0.333575808061361,8.2870074737365e-05,0.00746664935133641,10135.4780876986
"294981",-0.328164182319074,2.41436084613313e-05,0.00372560854705026,274.654293710275
"295061",-0.556492537479063,1.147108125929e-06,0.000669562025678124,151.38190230392
"300142",-0.235338271815147,2.40353558055405e-05,0.00372560854705026,1870.87101080683
"304983",-0.342821704531177,1.48502334871837e-05,0.00276894978563112,4282.38081025926
"305235",-0.308373537285652,2.16462196024486e-05,0.00350121082123942,3671.13125822788
"305236",-0.67577835711755,3.90217273779838e-05,0.00467738116115565,63.0479724160466
"306141",-0.290181692292631,5.23744960489758e-07,0.000413604476151471,510.938897384973
"306375",-0.37726979647891,9.17621005517061e-05,0.00799939090848477,174.651464225191
"306792",-0.296128534566227,6.04634056180047e-05,0.00654579349515559,823.803769898296
"310738",-0.66164441250369,7.65022417290406e-06,0.00201380901022033,40.2727132117816
"310812",-0.500511660122871,9.52700100199605e-05,0.00819871720844852,168.285219263435
"311209",-0.320717130877693,9.8215735509816e-06,0.00231323903371804,1285.76196013345
"311547",-0.583586197165373,4.62369238639915e-06,0.0014107515974411,109.51082424283
"311827",-0.513922092663663,3.14426220810743e-05,0.00403087092273192,273.489104970904
"313536",-0.255508328873702,1.33874435555903e-05,0.0027217079586571,486.399156477765
"313729",-0.300555570542371,9.73175117153539e-05,0.00832157703680654,518.079176672121
"313974",-0.257187111347068,2.89972774051285e-05,0.00401328298107062,685.349249409457
"314148",-0.485324528573778,1.41486811855669e-05,0.0027217079586571,114.449925345986
"315532",-0.551257610437255,2.8313885189066e-05,0.00400119903856011,118.255765984689
"315598",-0.28373496201936,0.000120028455136728,0.00972698050757287,640.464583570096
"315989",-0.24874091058731,3.50767078826383e-05,0.00424238561553531,1789.17432145308
"315996",-0.348185586404352,4.70264191883351e-05,0.00530529140843192,323.569053376417
"360629",-0.19459530032963,2.81323146599815e-05,0.00400119903856011,856.870102938438
"360950",-0.263275331374016,1.3833053667868e-06,0.000773786439546364,5929.24415982777
"361422",-0.362049750815999,4.58871090437324e-07,0.000406789694005747,1157.78023605395
"361517",-0.286395462957052,5.49839329316936e-08,9.22699124509984e-05,1621.83906787804
"362111",-0.418817162424238,3.18751430579498e-05,0.00403087092273192,253.604620661426
"362138",-0.257528190256981,8.22659060422796e-06,0.00208381092192001,925.985925202535
"362535",-0.714859027583883,3.20097265825458e-05,0.00403087092273192,31.5385767666598
"362619",-0.472903186116232,6.2304028877648e-05,0.00654579349515559,193.305369711511
"362650",-0.423842565083782,1.74231727957538e-06,0.000835378909939268,1161.84381394148
"362733",-0.385052702745092,3.24271180376199e-05,0.00403087092273192,474.607027244498
"367085",-0.578715997271217,5.30395513845387e-06,0.0015479477768205,174.634656340154
"367785",-0.572475060828801,2.10572670712799e-05,0.00344748549307235,90.2413489034927
"497010",-0.30678140475614,0.00012027402340835,0.00972698050757287,1550.98027397116
"498690",-0.547022522762053,3.04678037570031e-06,0.00112315110149128,76.6966244722509
"499615",-0.196226833530909,5.75261071219848e-05,0.00627876413099712,1945.55670254723
"501841",-0.210358667206522,5.10587952342207e-05,0.00561856004933945,2036.553937607
"680616",-0.688295558317346,1.76043083627172e-05,0.00299350252039429,97.331268387653
"690976",-0.386296348449251,0.000100047958260745,0.00843485556328659,1104.84914541225
"100270678",-0.466404420349438,4.35019223621505e-05,0.00494926531959212,105.571027582881
"100911951",-0.787358707013015,3.79614612678696e-06,0.00124300638419793,261.481131805277
"102547056",-0.320953473092615,6.82420564092302e-05,0.00672342017669111,387.055101077727
